Time,ax,ay,az,gx,gy,gz,mx,my,mz
40.417906045913696,-0.72,-0.56,0.4,0.0,0.06,-1.16,40.06,35.41,5.85
40.46975493431091,-0.71,-0.56,0.4,0.0,0.0,-0.98,40.36,34.51,9.6
40.52162504196167,-0.72,-0.56,0.4,0.0,0.37,-0.98,39.46,34.36,6.9
40.57403802871704,-0.72,-0.56,0.41,0.0,0.67,-1.1,38.86,36.01,6.45
40.625802993774414,-0.72,-0.56,0.42,0.12,0.79,-1.16,40.36,34.81,6.0
40.67813301086426,-0.73,-0.56,0.39,0.06,0.67,-1.4,38.26,36.16,5.85
40.730664014816284,-0.71,-0.56,0.4,0.0,0.12,-1.28,37.96,35.71,5.85
40.78271794319153,-0.71,-0.56,0.41,-0.06,-0.49,-1.28,37.66,34.66,6.15
40.83494305610657,-0.72,-0.55,0.39,-0.06,-1.04,-0.98,38.71,34.36,5.85
40.88674187660217,-0.73,-0.56,0.38,-0.18,-1.83,-0.85,39.01,33.61,6.15
40.93867301940918,-0.72,-0.56,0.4,-0.12,-1.83,-0.85,39.76,34.66,6.6
40.99063205718994,-0.73,-0.55,0.41,-0.06,-1.1,-1.04,37.96,35.71,6.6
41.042293071746826,-0.72,-0.56,0.42,0.0,0.0,-1.22,39.91,34.21,8.1
41.0941219329834,-0.72,-0.56,0.41,-0.06,0.37,-1.28,39.46,34.36,6.9
41.145962953567505,-0.73,-0.56,0.39,0.06,0.79,-1.52,39.46,34.36,6.15
41.199501037597656,-0.72,-0.56,0.41,0.0,1.22,-1.46,40.36,35.26,6.0
41.25209403038025,-0.72,-0.57,0.4,0.0,0.98,-1.34,40.36,35.56,6.45
41.30425691604614,-0.72,-0.55,0.4,0.0,0.73,-1.28,40.66,34.51,7.05
41.35619592666626,-0.72,-0.56,0.4,-0.12,-1.95,-0.79,39.61,34.51,6.75
41.40830898284912,-0.72,-0.56,0.39,-0.12,-1.4,-0.98,38.71,35.71,6.15
41.4608850479126,-0.72,-0.56,0.41,-0.06,-0.98,-1.1,38.71,35.71,7.95
41.514167070388794,-0.72,-0.56,0.41,-0.06,-0.18,-1.28,38.26,35.71,6.15
